Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC5,PM10,04/01/2016 18:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 18:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 19:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 19:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 19:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 19:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 20:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 20:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 20:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 20:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 21:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 21:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 21:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 21:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 22:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 22:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 22:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 22:45,28.10000,ug/m3,R
KC5,PM10,04/01/2016 23:00,28.10000,ug/m3,R
KC5,PM10,04/01/2016 23:15,28.10000,ug/m3,R
KC5,PM10,04/01/2016 23:30,28.10000,ug/m3,R
KC5,PM10,04/01/2016 23:45,28.10000,ug/m3,R
KC5,PM10,05/01/2016 00:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 00:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 00:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 00:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 01:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 01:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 01:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 01:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 02:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 02:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 02:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 02:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 03:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 03:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 03:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 03:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 04:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 04:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 04:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 04:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 05:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 05:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 05:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 05:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 06:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 06:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 06:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 06:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 07:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 07:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 07:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 07:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 08:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 08:15,30.70000,ug/m3,R
